1660834403.149737,lstm,1,lwired
1660834403.1954517,mnist,1,lwired
1660834403.1967068,resnet18,1,lwired
1660834405.2105627,lstm,1,lwired
1660834405.211994,mnist,1,lwired
1660834405.2132206,resnet18,1,lwired
1660834407.2266755,lstm,1,lwired
1660834407.228208,mnist,1,lwired
1660834407.2294822,resnet18,1,lwired
1660834409.241996,lstm,1,lwired
1660834409.243665,mnist,1,lwired
1660834409.2450802,resnet18,1,lwired
1660834411.743162,lstm,1,lwired
1660834411.744694,mnist,1,lwired
1660834411.7459037,resnet18,1,lwired
1660834413.7586677,lstm,1,lwired
1660834413.760158,mnist,1,lwired
1660834413.761422,resnet18,1,lwired
1660834415.7785065,lstm,1,lwired
1660834415.780041,mnist,1,lwired
1660834415.7812817,resnet18,1,lwired
1660834417.7929244,lstm,1,lwired
1660834417.794346,mnist,1,lwired
1660834417.7955494,resnet18,1,lwired
1660834419.8127723,lstm,1,lwired
1660834419.8141575,mnist,1,lwired
1660834419.8153687,resnet18,1,lwired
1660834421.8272924,lstm,1,lwired
1660834421.8287807,mnist,1,lwired
1660834421.8300033,resnet18,1,lwired
1660834423.8418515,lstm,1,lwired
1660834423.8432438,mnist,1,lwired
1660834423.8444889,resnet18,1,lwired
1660834425.855986,lstm,1,lwired
1660834425.8573616,mnist,1,lwired
1660834425.8585846,resnet18,1,lwired
1660834427.8704154,lstm,1,lwired
1660834427.8718736,mnist,1,lwired
1660834427.8731275,resnet18,1,lwired
1660834429.890097,lstm,1,lwired
1660834429.8915787,mnist,1,lwired
1660834429.892795,resnet18,1,lwired
1660834431.9159338,lstm,1,lwired
1660834431.917418,mnist,1,lwired
1660834431.9187,resnet18,1,lwired
1660834433.933511,lstm,1,lwired
1660834433.9349203,mnist,1,lwired
1660834433.9361246,resnet18,1,lwired
1660834435.9472785,lstm,1,lwired
1660834435.9486604,mnist,1,lwired
1660834435.9498832,resnet18,1,lwired
1660834437.9614656,lstm,1,lwired
1660834437.962827,mnist,1,lwired
1660834437.9640422,resnet18,1,lwired
1660834439.9760053,lstm,1,lwired
1660834439.977397,mnist,1,lwired
1660834439.9785917,resnet18,1,lwired
1660834441.9898028,lstm,1,lwired
1660834441.9911895,mnist,1,lwired
1660834441.9924216,resnet18,1,lwired
1660834444.03119,lstm,1,lwired
1660834444.0327785,mnist,1,lwired
1660834444.034021,resnet18,1,lwired
1660834446.0467021,lstm,1,lwired
1660834446.0484653,mnist,1,lwired
1660834446.0497804,resnet18,1,lwired
1660834448.0620208,lstm,1,lwired
1660834448.0634568,mnist,1,lwired
1660834448.0646727,resnet18,1,lwired
1660834450.0769472,lstm,1,lwired
1660834450.0784023,mnist,1,lwired
1660834450.0796554,resnet18,1,lwired
1660834452.0955331,lstm,1,lwired
1660834452.0969741,mnist,1,lwired
1660834452.098242,resnet18,1,lwired
1660834454.110489,lstm,1,lwired
1660834454.1118953,mnist,1,lwired
1660834454.1131094,resnet18,1,lwired
1660834456.2806802,lstm,1,lwired
1660834456.2821796,mnist,1,lwired
1660834456.2834058,resnet18,1,lwired
1660834458.2986946,lstm,1,lwired
1660834458.3001785,mnist,1,lwired
1660834458.3014767,resnet18,1,lwired
1660834460.3130457,lstm,1,lwired
1660834460.3145154,mnist,1,lwired
1660834460.315763,resnet18,1,lwired
1660834462.5447612,lstm,1,lwired
1660834462.5462675,mnist,1,lwired
1660834462.5475633,resnet18,1,lwired
1660834464.5594814,lstm,1,lwired
1660834464.5608702,mnist,1,lwired
1660834464.5621543,resnet18,1,lwired
1660834466.574212,lstm,1,lwired
1660834466.575597,mnist,1,lwired
1660834466.5767796,resnet18,1,lwired
1660834468.5985317,lstm,1,lwired
1660834468.6000571,mnist,1,lwired
1660834468.601234,resnet18,1,lwired
1660834470.6167867,lstm,1,lwired
1660834470.6182003,mnist,1,lwired
1660834470.619377,resnet18,4,lwired
