1661241274.79725,lstm-cloud,1,cloud_images
1661241274.8457797,mnist-cloud,2,cloud_images
1661241274.8470113,resnet18-cloud,2,cloud_images
1661241274.8481534,resnet34-cloud,2,cloud_images
1661241274.8493953,mobilenet-cloud,2,cloud_images
1661241274.850749,shufflenet-cloud,3,cloud_images
1661241276.878365,lstm-cloud,1,cloud_images
1661241276.879843,mnist-cloud,2,cloud_images
1661241276.8810368,resnet18-cloud,2,cloud_images
1661241276.882189,resnet34-cloud,2,cloud_images
1661241276.8833785,mobilenet-cloud,2,cloud_images
1661241276.884525,shufflenet-cloud,3,cloud_images
1661241278.910747,lstm-cloud,1,cloud_images
1661241278.9121804,mnist-cloud,2,cloud_images
1661241278.9133458,resnet18-cloud,2,cloud_images
1661241278.9144917,resnet34-cloud,2,cloud_images
1661241278.9156387,mobilenet-cloud,2,cloud_images
1661241278.9167874,shufflenet-cloud,3,cloud_images
1661241280.942679,lstm-cloud,1,cloud_images
1661241280.944121,mnist-cloud,2,cloud_images
1661241280.945295,resnet18-cloud,2,cloud_images
1661241280.9464533,resnet34-cloud,2,cloud_images
1661241280.9476576,mobilenet-cloud,2,cloud_images
1661241280.9488146,shufflenet-cloud,3,cloud_images
1661241282.9745376,lstm-cloud,1,cloud_images
1661241282.9760084,mnist-cloud,2,cloud_images
1661241282.9772193,resnet18-cloud,2,cloud_images
1661241282.978473,resnet34-cloud,2,cloud_images
1661241282.9796846,mobilenet-cloud,2,cloud_images
1661241282.9808898,shufflenet-cloud,3,cloud_images
1661241285.0068285,lstm-cloud,1,cloud_images
1661241285.0082958,mnist-cloud,2,cloud_images
1661241285.009529,resnet18-cloud,2,cloud_images
1661241285.0106955,resnet34-cloud,2,cloud_images
1661241285.0118573,mobilenet-cloud,2,cloud_images
1661241285.013062,shufflenet-cloud,3,cloud_images
1661241287.0374572,lstm-cloud,1,cloud_images
1661241287.0389054,mnist-cloud,2,cloud_images
1661241287.040092,resnet18-cloud,2,cloud_images
1661241287.0413086,resnet34-cloud,2,cloud_images
1661241287.0425618,mobilenet-cloud,2,cloud_images
1661241287.043777,shufflenet-cloud,3,cloud_images
1661241289.0698578,lstm-cloud,1,cloud_images
1661241289.0713682,mnist-cloud,2,cloud_images
1661241289.0725844,resnet18-cloud,2,cloud_images
1661241289.0737941,resnet34-cloud,2,cloud_images
1661241289.0749943,mobilenet-cloud,2,cloud_images
1661241289.0763247,shufflenet-cloud,3,cloud_images
1661241291.103846,lstm-cloud,1,cloud_images
1661241291.1055489,mnist-cloud,2,cloud_images
1661241291.106791,resnet18-cloud,2,cloud_images
1661241291.1081429,resnet34-cloud,2,cloud_images
1661241291.109489,mobilenet-cloud,2,cloud_images
1661241291.1108668,shufflenet-cloud,3,cloud_images
1661241293.1370606,lstm-cloud,1,cloud_images
1661241293.1384768,mnist-cloud,2,cloud_images
1661241293.1397233,resnet18-cloud,2,cloud_images
1661241293.1409507,resnet34-cloud,2,cloud_images
1661241293.1421654,mobilenet-cloud,2,cloud_images
1661241293.1434343,shufflenet-cloud,3,cloud_images
1661241295.3902066,lstm-cloud,1,cloud_images
1661241295.3921287,mnist-cloud,2,cloud_images
1661241295.3939378,resnet18-cloud,2,cloud_images
1661241295.3952155,resnet34-cloud,2,cloud_images
1661241295.3965151,mobilenet-cloud,2,cloud_images
1661241295.3977966,shufflenet-cloud,3,cloud_images
1661241297.5514793,lstm-cloud,1,cloud_images
