1,single,0.0,1.6526969423684206,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,0.5,1.635925369847898,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,1.0,1.635925369847898,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,1.5,1.635925369847898,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,2.0,1.635925369847898,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,2.5,1.6483783825109857,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,3.0,1.6483783825109857,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,3.5,1.6483783825109857,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,4.0,1.6483783825109857,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,4.5,1.648814805369347,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,5.0,1.648814805369347,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,5.5,1.648814805369347,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,6.0,1.648814805369347,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,6.5,1.671115364207755,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,7.0,1.671115364207755,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,7.5,1.671115364207755,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,8.0,1.671115364207755,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,8.5,1.7361764979544991,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,9.0,1.7361764979544991,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,9.5,1.7361764979544991,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,10.0,1.7361764979544991,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,10.5,1.7724032956701528,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,11.0,1.7724032956701528,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,11.5,1.7724032956701528,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,12.0,1.7724032956701528,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,12.5,1.8019031215797672,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,13.0,1.8019031215797672,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,13.5,1.8019031215797672,cache_miss_rate,198.9.9.39,lstm,wired,  system
1,single,0.0,0.6311964703650434,bpu_read_rate,198.9.9.39,lstm,wired,  system
1,single,0.5,0.6136556306742533,bpu_read_rate,198.9.9.39,lstm,wired,  system
1,single,1.0,0.6136556306742533,bpu_read_rate,198.9.9.39,lstm,wired,  system
1,single,1.5,0.6136556306742533,bpu_read_rate,198.9.9.39,lstm,wired,  system
1,single,2.0,0.6136556306742533,bpu_read_rate,198.9.9.39,lstm,wired,  system
1,single,2.5,0.7054720320084431,bpu_read_rate,198.9.9.39,lstm,wired,  system
1,single,3.0,0.7054720320084431,bpu_read_rate,198.9.9.39,lstm,wired,  system
1,single,3.5,0.7054720320084431,bpu_read_rate,198.9.9.39,lstm,wired,  system
1,single,4.0,0.7054720320084431,bpu_read_rate,198.9.9.39,lstm,wired,  system
