1660826774.7485588,lstm,1,wifi
1660826774.7939095,mnist,1,wifi
1660826774.7950237,resnet18,1,wifi
1660826774.796132,resnet34,1,wifi
1660826774.7972546,mobilenet4,1,wifi
1660826774.7983894,shufflenet,1,wifi
1660826776.8170097,lstm,1,wifi
1660826776.8183534,mnist,1,wifi
1660826776.8194642,resnet18,1,wifi
1660826776.8205252,resnet34,1,wifi
1660826776.8216314,mobilenet4,1,wifi
1660826776.822694,shufflenet,1,wifi
1660826779.4416368,lstm,1,wifi
1660826779.4430733,mnist,1,wifi
1660826779.4441903,resnet18,1,wifi
1660826779.4452953,resnet34,1,wifi
1660826779.4464478,mobilenet4,1,wifi
1660826779.4475493,shufflenet,1,wifi
1660826781.464276,lstm,1,wifi
1660826781.465627,mnist,1,wifi
1660826781.4667027,resnet18,1,wifi
1660826781.4677658,resnet34,1,wifi
1660826781.468826,mobilenet4,1,wifi
1660826781.4699287,shufflenet,1,wifi
1660826783.4864624,lstm,1,wifi
1660826783.487735,mnist,1,wifi
1660826783.4888222,resnet18,1,wifi
1660826783.4898887,resnet34,1,wifi
1660826783.4909563,mobilenet4,1,wifi
1660826783.4920263,shufflenet,1,wifi
1660826785.508658,lstm,1,wifi
1660826785.5099807,mnist,1,wifi
1660826785.511098,resnet18,1,wifi
1660826785.5121977,resnet34,1,wifi
1660826785.51326,mobilenet4,1,wifi
1660826785.514409,shufflenet,1,wifi
1660826787.5318296,lstm,1,wifi
1660826787.5332458,mnist,1,wifi
1660826787.5345175,resnet18,1,wifi
1660826787.535685,resnet34,1,wifi
1660826787.5367942,mobilenet4,1,wifi
1660826787.5379326,shufflenet,1,wifi
1660826789.5578527,lstm,1,wifi
1660826789.5591547,mnist,1,wifi
1660826789.560265,resnet18,1,wifi
1660826789.5614002,resnet34,1,wifi
1660826789.5625207,mobilenet4,1,wifi
1660826789.563584,shufflenet,1,wifi
1660826791.5798538,lstm,1,wifi
1660826791.5811203,mnist,1,wifi
1660826791.5821924,resnet18,1,wifi
1660826791.5833292,resnet34,1,wifi
1660826791.5844038,mobilenet4,1,wifi
1660826791.5854673,shufflenet,1,wifi
1660826793.6068885,lstm,1,wifi
1660826793.6082206,mnist,1,wifi
1660826793.609324,resnet18,1,wifi
1660826793.6104903,resnet34,1,wifi
1660826793.611586,mobilenet4,1,wifi
1660826793.6126797,shufflenet,1,wifi
1660826795.6290133,lstm,1,wifi
1660826795.6302676,mnist,1,wifi
1660826795.6313396,resnet18,1,wifi
1660826795.632392,resnet34,1,wifi
1660826795.633444,mobilenet4,1,wifi
1660826795.634494,shufflenet,1,wifi
1660826798.3436496,lstm,1,wifi
1660826798.3452466,mnist,1,wifi
1660826798.346485,resnet18,1,wifi
1660826798.3475735,resnet34,1,wifi
1660826798.3486252,mobilenet4,1,wifi
1660826798.3496706,shufflenet,1,wifi
1660826800.4063663,lstm,1,wifi
1660826800.4076436,mnist,1,wifi
1660826800.4087005,resnet18,1,wifi
1660826800.409747,resnet34,1,wifi
1660826800.410792,mobilenet4,1,wifi
1660826800.4118323,shufflenet,1,wifi
1660826802.4280796,lstm,1,wifi
1660826802.4293442,mnist,1,wifi
1660826802.4304044,resnet18,1,wifi
1660826802.4314501,resnet34,1,wifi
1660826802.4325807,mobilenet4,1,wifi
1660826802.4336936,shufflenet,1,wifi
1660826804.449446,lstm,1,wifi
1660826804.4507053,mnist,1,wifi
1660826804.451818,resnet18,1,wifi
1660826804.4528987,resnet34,1,wifi
1660826804.4539864,mobilenet4,1,wifi
1660826804.4550822,shufflenet,1,wifi
1660826807.486649,lstm,1,wifi
1660826807.4880538,mnist,1,wifi
1660826807.4891438,resnet18,1,wifi
1660826807.4902544,resnet34,1,wifi
1660826807.4914324,mobilenet4,1,wifi
1660826807.492525,shufflenet,1,wifi
1660826809.5193412,lstm,1,wifi
1660826809.5214736,mnist,1,wifi
1660826809.5229595,resnet18,1,wifi
1660826809.5241387,resnet34,1,wifi
1660826809.5253015,mobilenet4,1,wifi
1660826809.526533,shufflenet,1,wifi
1660826811.5620022,lstm,1,wifi
1660826811.5635502,mnist,1,wifi
1660826811.5648816,resnet18,1,wifi
1660826811.5661652,resnet34,1,wifi
1660826811.5673056,mobilenet4,1,wifi
1660826811.5685487,shufflenet,1,wifi
1660826813.588973,lstm,1,wifi
1660826813.5908892,mnist,1,wifi
1660826813.5922189,resnet18,1,wifi
1660826813.5936012,resnet34,1,wifi
1660826813.5948498,mobilenet4,1,wifi
1660826813.596049,shufflenet,1,wifi
1660826815.6127021,lstm,1,wifi
1660826815.61399,mnist,1,wifi
1660826815.6150682,resnet18,1,wifi
1660826815.6161869,resnet34,1,wifi
1660826815.6173046,mobilenet4,1,wifi
1660826815.6184678,shufflenet,1,wifi
1660826817.6808472,lstm,1,wifi
1660826817.6822267,mnist,1,wifi
1660826817.6834738,resnet18,1,wifi
1660826817.6847918,resnet34,1,wifi
1660826817.6861017,mobilenet4,1,wifi
1660826817.6876621,shufflenet,1,wifi
1660826819.7143457,lstm,1,wifi
1660826819.715655,mnist,1,wifi
1660826819.7167645,resnet18,1,wifi
1660826819.717861,resnet34,1,wifi
1660826819.718962,mobilenet4,1,wifi
1660826819.7200217,shufflenet,1,wifi
1660826821.7548435,lstm,1,wifi
1660826821.7561982,mnist,1,wifi
1660826821.7573986,resnet18,1,wifi
1660826821.7585034,resnet34,1,wifi
1660826821.7596078,mobilenet4,1,wifi
1660826821.7607787,shufflenet,1,wifi
1660826823.777249,lstm,1,wifi
1660826823.7786276,mnist,1,wifi
1660826823.779738,resnet18,1,wifi
1660826823.7808468,resnet34,1,wifi
1660826823.7819395,mobilenet4,1,wifi
1660826823.7830002,shufflenet,1,wifi
1660826825.7992115,lstm,1,wifi
1660826825.8005185,mnist,1,wifi
1660826825.8016305,resnet18,1,wifi
1660826825.8027103,resnet34,1,wifi
1660826825.8038142,mobilenet4,1,wifi
1660826825.8048973,shufflenet,1,wifi
1660826827.9058263,lstm,1,wifi
1660826827.9072037,mnist,1,wifi
1660826827.9082687,resnet18,1,wifi
1660826827.909496,resnet34,1,wifi
1660826827.9107876,mobilenet4,1,wifi
1660826827.912023,shufflenet,1,wifi
1660826829.9316347,lstm,1,wifi
1660826829.932965,mnist,1,wifi
1660826829.9341218,resnet18,1,wifi
1660826829.93521,resnet34,1,wifi
1660826829.9362943,mobilenet4,1,wifi
1660826829.9374125,shufflenet,1,wifi
1660826831.96488,lstm,1,wifi
1660826831.9662068,mnist,1,wifi
1660826831.967347,resnet18,1,wifi
1660826831.968435,resnet34,1,wifi
1660826831.9694605,mobilenet4,1,wifi
1660826831.9704974,shufflenet,1,wifi
1660826833.9910002,lstm,1,wifi
1660826833.99226,mnist,1,wifi
1660826833.993403,resnet18,1,wifi
1660826833.994483,resnet34,1,wifi
1660826833.9955578,mobilenet4,1,wifi
1660826833.9966264,shufflenet,1,wifi
1660826836.0137186,lstm,1,wifi
1660826836.0151105,mnist,1,wifi
1660826836.0162737,resnet18,1,wifi
1660826836.0174434,resnet34,1,wifi
1660826836.0186355,mobilenet4,1,wifi
1660826836.01978,shufflenet,1,wifi
1660826838.0365496,lstm,1,wifi
1660826838.0378423,mnist,1,wifi
1660826838.0389376,resnet18,1,wifi
1660826838.0400288,resnet34,1,wifi
1660826838.0411375,mobilenet4,1,wifi
1660826838.0422337,shufflenet,1,wifi
1660826840.0644138,lstm,1,wifi
1660826840.0657744,mnist,1,wifi
1660826840.066884,resnet18,1,wifi
1660826840.06797,resnet34,1,wifi
1660826840.0690491,mobilenet4,1,wifi
1660826840.070133,shufflenet,1,wifi
1660826842.0867634,lstm,1,wifi
1660826842.088077,mnist,1,wifi
1660826842.0891654,resnet18,1,wifi
1660826842.0903542,resnet34,1,wifi
1660826842.0914578,mobilenet4,1,wifi
1660826842.092545,shufflenet,1,wifi
1660826844.1089435,lstm,1,wifi
1660826844.1102107,mnist,1,wifi
1660826844.1112778,resnet18,1,wifi
1660826844.1124237,resnet34,1,wifi
1660826844.1135204,mobilenet4,1,wifi
1660826844.1146133,shufflenet,1,wifi
1660826846.1425786,lstm,1,wifi
1660826846.1438527,mnist,1,wifi
1660826846.1449401,resnet18,1,wifi
1660826846.146012,resnet34,1,wifi
1660826846.1470864,mobilenet4,1,wifi
1660826846.1481829,shufflenet,1,wifi
1660826848.4534407,lstm,1,wifi
1660826848.4552267,mnist,1,wifi
1660826848.4564078,resnet18,1,wifi
1660826848.4574823,resnet34,1,wifi
1660826848.4585447,mobilenet4,1,wifi
1660826848.459615,shufflenet,1,wifi
1660826850.4979525,lstm,1,wifi
1660826850.4992585,mnist,1,wifi
1660826850.5003247,resnet18,1,wifi
1660826850.501365,resnet34,1,wifi
1660826850.5024717,mobilenet4,1,wifi
1660826850.5035095,shufflenet,1,wifi
1660826853.360871,lstm,1,wifi
1660826853.3622317,mnist,1,wifi
1660826853.3633807,resnet18,1,wifi
1660826853.3645005,resnet34,1,wifi
1660826853.3655753,mobilenet4,1,wifi
1660826853.3666708,shufflenet,1,wifi
1660826856.1382694,lstm,1,wifi
1660826856.139683,mnist,1,wifi
1660826856.1407812,resnet18,4,wifi
1660826856.141851,resnet34,1,wifi
1660826856.1429214,mobilenet4,1,wifi
