eth0:Dealy  0 ms  Err 0%

stream-net,1652428720.553406,1652428727.115606,1652428727.8884666,euler-41,0.7728605270385742,"[10.0, 7.5, 5.0, 2.0, 0.0, 0.0, 1.0, 3.0, 7.0, 6.5, 4.0, 2.5, 1.0, 1.0, 2.0, 3.0, 5.0, 7.5, 7.0, 4.5, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stream-net,1652428720.5644746,1652428727.2339444,1652428727.9394913,euler-41,0.7055468559265137,"[10.0, 4.0, 5.0, 1.0, 0.0, 0.0, 1.0, 5.0, 7.0, 6.0, 4.0, 2.0, 1.0, 0.0, 2.0, 3.0, 6.0, 9.0, 7.0, 3.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stream-net,1652428720.533706,1652428727.3292599,1652428727.9955919,euler-41,0.6663320064544678,"[10.0, 4.0, 3.0, 1.0, 0.0, 0.0, 1.0, 8.0, 7.0, 4.0, 4.0, 1.0, 1.0, 0.0, 3.0, 5.0, 6.0, 7.0, 6.0, 3.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stream-net,1652428720.5729208,1652428727.4834428,1652428728.1401305,euler-41,0.6566877365112305,"[10.0, 5.0, 3.0, 0.0, 0.0, 1.0, 1.0, 7.0, 7.0, 4.0, 4.0, 1.0, 1.0, 0.0, 3.0, 7.0, 6.0, 6.0, 6.0, 2.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stream-net,1652428720.5367997,1652428729.9909449,1652428730.4289126,euler-41,0.43796777725219727,"[1.0, 1.0, 7.0, 7.0, 4.0, 4.0, 1.0, 1.0, 0.0, 3.0, 7.0, 6.0, 6.0, 6.0, 2.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stream-net,1652428720.5397258,1652428730.027533,1652428730.5710077,euler-41,0.5434746742248535,"[1.0, 1.0, 7.0, 7.0, 4.0, 4.0, 1.0, 1.0, 0.0, 3.0, 7.0, 6.0, 6.0, 6.0, 2.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stream-net,1652428720.5382783,1652428730.2349858,1652428730.7755089,euler-41,0.5405230522155762,"[1.0, 5.0, 7.0, 6.0, 4.0, 2.0, 1.0, 0.0, 2.0, 3.0, 6.0, 9.0, 7.0, 3.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stream-net,1652428720.554028,1652428730.2113948,1652428730.7964256,euler-41,0.5850307941436768,"[1.0, 5.0, 7.0, 6.0, 4.0, 2.0, 1.0, 0.0, 2.0, 3.0, 6.0, 9.0, 7.0, 3.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stream-net,1652428793.7017782,1652428799.2666228,1652428799.9636662,euler-41,0.6970434188842773,"[0.0, 0.0, 2.0, 3.0, 7.0, 6.0, 1.0, 2.0, 9.0, 9.0, 3.0, 5.0, 5.993, 3.993, 3.008, 3.008, 6.0, 7.0, 2.0, 0.0, 1.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stream-net,1652428793.6944041,1652428799.6023352,1652428800.2486815,euler-41,0.6463463306427002,"[0.0, 1.0, 2.0, 8.0, 7.0, 1.0, 1.0, 7.0, 9.0, 5.0, 3.0, 4.993, 5.993, 3.008, 3.008, 6.0, 6.0, 3.0, 2.0, 1.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
